name,brand,upc,source,created_at,category,alt_group,serving_g,calories,carbs_g,fiber_g,sugar_g,added_sugar_g,sugar_alcohols_g,protein_g,fat_g,sodium_mg,ingredients_text,__display,net_carbs_g,categories_all
White Folded Flatbreads,Tesco,5054775347735,openfoodfacts,2025-09-09T20:08:42.786060,cereal,cereal,35.0,106.0,18.7,0.9,0.9,,,3.1,1.6,0.0,"Wheat Flour (_Wheat_ Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, Rapeseed Oil, Yeast, Spirit Vinegar, Fermented _Wheat_ Flour, Raising Agents (Disodium Diphosphate, Sodium Bicarbonate, Calcium Phosphate), Salt, Emulsifier (Mono - and Di-Acetyl Tartaric Acid Esters of Mono - and Diglycerides of Fatty Acids), Dried Skimmed _Milk_, Flour Treatment Agent (Ascorbic Acid).","{'carbs_g': '18.7g', 'fiber_g': '0.9g', 'sugar_g': '0.9g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '3.1g', 'fat_g': '1.6g', 'sodium_mg': '0mg'}",17.8,
Malted Grain And Rye Folded Flatbread,Tesco,5054775347803,openfoodfacts,2025-09-12T15:00:20.312690+00:00,cereal,cereal,35.0,103.0,17.8,1.93,0.84,,,3.29,1.61,112.0,"Wheat Flour (_Wheat_ Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, Malted Grains 11% (Malted _Wheat_ Flakes, Malted Rye Flakes), Spelt Flour (_Wheat_), Rye Flour 6%, Rapeseed Oil, Yeast, Spirit Vinegar, Raising Agents (Disodium Diphosphate, Sodium Bicarbonate, Calcium Phosphate), Salt, Preservative (Calcium Propionate), _Wheat_ Starch.","{'carbs_g': '17.8g', 'fiber_g': '1.9g', 'sugar_g': '0.8g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '3.3g', 'fat_g': '1.6g', 'sodium_mg': '112mg'}",15.87,
Part Baked Baguettes,H.W. Nevill's,5057545744468,openfoodfacts,2025-09-09T20:08:47.841690,cereal,cereal,75.0,221.0,44.9,3.15,2.78,,,6.68,0.975,330.0,"_Wheat_ Flour, Water, Yeast, Fermented _Wheat_ Flour, Salt, Malted _Wheat_ Flour, Flour Treatment Agent (Ascorbic Acid).","{'carbs_g': '44.9g', 'fiber_g': '3.1g', 'sugar_g': '2.8g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '6.7g', 'fat_g': '1.0g', 'sodium_mg': '330mg'}",41.75,
Tesco English Muffins 4 Pack,Tesco,5057545889619,openfoodfacts,2025-09-12T15:00:14.481743+00:00,cereal,cereal,72.0,172.0,30.6,3.0,4.0,,,8.2,1.2,146.0,"Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, Semolina (Wheat), Soya Flour, Yeast, Salt, Sugar, Palm Oil, Spirit Vinegar, Preservative (Calcium Propionate), Emulsifier (Mono - and Di-Acetyl Tartaric Acid Esters of Mono - and Di-Glycerides of Fatty Acids), Flour Treatment Agent (Ascorbic Acid).","{'carbs_g': '30.6g', 'fiber_g': '3.0g', 'sugar_g': '4.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '8.2g', 'fat_g': '1.2g', 'sodium_mg': '146mg'}",27.6,
Sunflower & Pumpkin Loaf,Tesco,5057545918777,openfoodfacts,2025-09-09T20:08:43.554186,cereal,cereal,40.0,120.0,15.8,1.92,1.44,,,4.44,3.96,132.0,"Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Water. Sunflower Seed (11%), Pumpkin Seed (2.5%), Yeast, Salt, Wheat Gluten, Emulsifiers (Mono - and Diacetyl Tartaric Acid Esters of Mono - and Diglycerides of Fatty Acids, Mono - and Diglycerides of Fatty Acids), Spirit Vinegar, Preservative (Calcium Propionate), Rapeseed Oil, Flour Treatment Agent (Ascorbic Acid).","{'carbs_g': '15.8g', 'fiber_g': '1.9g', 'sugar_g': '1.4g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '4.4g', 'fat_g': '4.0g', 'sodium_mg': '132mg'}",13.88,
Finest Wholemeal Loaf,Tesco,5057545918791,openfoodfacts,2025-09-09T20:08:28.866559,cereal,cereal,44.0,96.8,16.2,2.77,1.23,,,4.84,0.748,229.0,"wholemeal wheat flour, water, toasted rye flakes, yeast, oat bran, salt, wheat gluten, fermented wheat flour, emulsifiers (mono - and di-glycerides of fatty acids, mono-and di-acetyl tartaric acid esters of mono - and di-glycerides of fatty acids), spirit vinegar, rapeseed oil, flour treatment agent (ascorbic acid).","{'carbs_g': '16.2g', 'fiber_g': '2.8g', 'sugar_g': '1.2g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '4.8g', 'fat_g': '0.7g', 'sodium_mg': '229mg'}",13.43,
Finest White Loaf,Tesco,5057545918814,openfoodfacts,2025-09-09T20:09:00.810541,cereal,cereal,44.0,104.0,20.0,1.8,3.12,,,3.78,0.572,176.0,"wheat flour [wheat flour, calcium carbonate, iron, niacin, thiamin), water, yeast, salt, wheat bran, fermented wheat flour, emulsifier (mono-and di-acetyl tartaric acid esters of mono - and di-glycerides of fatty acids), flour treatment agent (ascorbic acid).","{'carbs_g': '20.0g', 'fiber_g': '1.8g', 'sugar_g': '3.1g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '3.8g', 'fat_g': '0.6g', 'sodium_mg': '176mg'}",18.2,
Tesco Finest Oat And Barley Loaf 800G,Tesco,5057545928783,openfoodfacts,2025-09-09T20:08:31.925042,grain,oats,44.0,113.0,21.1,1.8,1.3,,,4.0,1.0,169.0,"Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, Oats (7%), Barley (4%), Oatmeal, Wheat Bran, Yeast, Salt, Wheat Gluten, Spirit Vinegar, Preservative (Calcium Propionate), Emulsifiers (Mono - and Di-Glycerides of Fatty Acids, Mono - and Di-Acetyl Tartaric Acid Esters of Mono - and Di-Glycerides of Fatty Acids), Rapeseed Oil, Flour Treatment Agent (Ascorbic Acid).","{'carbs_g': '21.1g', 'fiber_g': '1.8g', 'sugar_g': '1.3g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '4.0g', 'fat_g': '1.0g', 'sodium_mg': '169mg'}",19.3,
Colombian Coffee icecream,Tesco,5057753907372,openfoodfacts,2025-09-09T20:07:52.347343,dessert,ice-cream,100.0,224.0,22.1,0.5,19.9,,,3.8,13.3,28.0,"Whole Milk, Double Cream (Milk) (26%), Sugar, Dried Skimmed Milk, Pasteurised Egg, Skimmed Milk, Glucose Syrup, Dried Colombian Coffee (0.9%), Maltodextrin, Rice Starch, Ground Colombian Coffee (0.2%)","{'carbs_g': '22.1g', 'fiber_g': '0.5g', 'sugar_g': '19.9g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '3.8g', 'fat_g': '13.3g', 'sodium_mg': '28mg'}",21.6,
Coco Pops,Kellogg's,5059319024479,openfoodfacts,2025-09-09T20:06:19.749036,grain,rice,100.0,386.0,84.0,3.8,17.0,,,6.3,1.9,210.0,"(EN) CHOCOLATE FLAVOUR TOASTED RICE, FORTIFIED WITH VITAMINS AND MINERALS. INGREDIENTS: Rice, sugar, glucose syrup, fat reduced cocoa powder, salt, cocoa mass, barley malt extract, flavourings, niacin, iron, vitamin B6, riboflavin, thiamin, folic acid, vitamin D, vitamin B12. For allergens see ingredients highlighted","{'carbs_g': '84.0g', 'fiber_g': '3.8g', 'sugar_g': '17.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '6.3g', 'fat_g': '1.9g', 'sodium_mg': '210mg'}",80.2,
Low Sugar Maple & Pecan Granola imp,Lizi's,5060043224585,openfoodfacts,2025-09-09T20:06:10.763074,grain,oats,100.0,478.0,50.7,9.2,2.4,,,12.1,23.2,120.0,"Wholegrain Oat Flakes (67%), Rapeseed Oil, Nuts (8%) [Pecan Nut Pieces, Walnut Pieces, Almond Pieces], Seeds (6%) [Sunflower, Pumpkin], Desiccated Coconut, Maple Syrup (2%), Chicory Fibre, Natural Flavouring, Sea Salt, Fructose.","{'carbs_g': '50.7g', 'fiber_g': '9.2g', 'sugar_g': '2.4g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '12.1g', 'fat_g': '23.2g', 'sodium_mg': '120mg'}",41.5,
Classic Torinesi Breadsticks,Crosta & Mollica,5060198640261,openfoodfacts,2025-09-12T17:50:33.075921+00:00,cereal,cereal,100.0,402.0,75.0,1.2,2.8,,,19.8,6.5,840.0,"Wheat Flour, Extra Virgin Olive Oil (7%), Malted Barley Flour, Salt, Yeast.","{'carbs_g': '75.0g', 'fiber_g': '1.2g', 'sugar_g': '2.8g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '19.8g', 'fat_g': '6.5g', 'sodium_mg': '840mg'}",73.8,
Organic Piadina 4 Wholeblend Flatbreads with Extra Virgin Olive Oil,Crosta & Mollica,5060198641251,openfoodfacts,2025-09-12T17:50:31.969901+00:00,cereal,cereal,100.0,305.0,47.0,4.5,1.0,,,7.8,8.5,640.0,"Wholemeal Wheat Flour (35%)*, Wheat Flour&quot;, Water, Extra Virgin Olive Oil (8%)*, Salt. Organic.","{'carbs_g': '47.0g', 'fiber_g': '4.5g', 'sugar_g': '1.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '7.8g', 'fat_g': '8.5g', 'sodium_mg': '640mg'}",42.5,
Peter's Yard Original Sourdough Crackers,Peter's Yard,5060198820052,openfoodfacts,2025-09-09T20:08:23.457657,cereal,cereal,100.0,11.0,2.1,0.2,0.1,,,0.4,0.1,40.0,"_Milk_, _rye_ flour, _wheat_ flour, sourdough 11.5% (_rye_ flour, water), _wholewheat_ flour, honey, salt, yeast.","{'carbs_g': '2.1g', 'fiber_g': '0.2g', 'sugar_g': '0.1g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '0.4g', 'fat_g': '0.1g', 'sodium_mg': '40mg'}",1.9,
Thai Hom Mali Rice,,5096160330137,openfoodfacts,2025-09-09T20:03:15.465608,grain,rice,50.0,170.0,39.0,1.0,,,,3.0,0.0,0.0,,"{'carbs_g': '39.0g', 'fiber_g': '1.0g', 'sugar_g': 'not listed', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '3.0g', 'fat_g': '0g', 'sodium_mg': '0mg'}",38.0,
Super Soft Wholemeal medium sliced,Trader Joe's,514316,openfoodfacts,2025-09-12T18:52:02.925976+00:00,bread,bread,74.0,165.0,32.0,6.6,4.8,,,10.0,1.6,0.0,"Whole grain rolled oats, whole grain rolled wheat, rolled barley, whole grain rolled rye, sugar, chia, dried strawberries, dried raspberries, dried blueberries, whole flaxseed, salt, natural flavors.","{'carbs_g': '32.0g', 'fiber_g': '6.6g', 'sugar_g': '4.8g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '10.0g', 'fat_g': '1.6g', 'sodium_mg': '0mg'}",25.4,plant-based-foods-and-beverages|plant-based-foods|cereals-and-potatoes|breads|sliced-breads
Schweppes,Schweppes,5449000046413,openfoodfacts,2025-09-09T20:09:54.324448,drink,drink,330.0,0.263,0.0599,0.0266,0.0585,,,0.0133,0.0,0.213,"EAU GAZEIFIEE, SUCRE, JUS DE CITRON, CONSERVATEUR: E202, EMULSIFIANT: E414, ACIDIFIANT: E300, MMIES, COLORANT: E104. MISE EN BOÎTE PAR COBOMI, TECHNOPOLE BROPORT MOHAMED V-Z.I. NOUACEUR - CASABLANCA - MAROC, AUT.S/ONSSA 1:86.1.7.14, POUR LE COMPTE DE LA SOCIETE CENTRALE DES BOISSONS GAZEUSES S.A., BD AHL LOGHLAM, EX ROUTE 1015 TIT MELLIL, CASABLANCA, SCHWEPPES 1783 SONT DES MARQUES D'ATLANTIC INDUSTRIES © 2017. MAROC. SOUS L'AUTORITE DE SCHWEPPES HOLDINGS LIMITED. SCHWEPPES ET","{'carbs_g': '0.1g', 'fiber_g': '0.0g', 'sugar_g': '0.1g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '0.0g', 'fat_g': '0g', 'sodium_mg': '0mg'}",0.0333,
Coca-Cola Zero,Coca-Cola,5449000214799,openfoodfacts,2025-09-09T20:09:36.422018,drink,drink,330.0,0.99,0.0,,0.0,,,0.0,0.0,13.2,"carbonated water, colouring (e150d), acidifier (phosphoric acid), sweeteners (aspartame, acesulfame-k), natural flavors, caffeine aroma, acidity regulator (sodium citrates)","{'carbs_g': '0g', 'fiber_g': 'not listed', 'sugar_g': '0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '0g', 'fat_g': '0g', 'sodium_mg': '13mg'}",0.0,
Ready Rice Long Grain & Wild with Herbs and Seasonings,Ben's Original,54800423316,openfoodfacts,2025-09-09T20:02:59.566012,grain,rice,136.0,200.0,39.0,0.952,1.01,0.396,,5.0,2.5,460.0,"Water, Parboiled Long Grain Rice, Wild Rice, Less Than 2% Of: Canola Oil, Yeast Extract, Salt, Onion*, Sugar, Torula Yeast, Garlic*, Natural Flavors, Spices, Parsley*, Spinach*, Sunflower Oil, Citric Acid, Maltodextrin, Mushroom*, Vitamins And Minerals [Calcium (Calcium Carbonate), Iron (Iron Phosphate), Vitamin B3 (Niacinamide), Vitamin B1 (Thiamine Mononitrate), Folic Acid], Celery*, *Dried, Adds A Trivial Amount Of Saturated Fat","{'carbs_g': '39.0g', 'fiber_g': '1.0g', 'sugar_g': '1.0g', 'added_sugar_g': '0.4g', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '2.5g', 'sodium_mg': '460mg'}",38.048,
Ben’s original ready rice Spanish style,Ben's Original,54800423323,openfoodfacts,2025-09-09T20:02:55.510328,grain,rice,250.0,360.0,71.0,3.0,4.0,,,7.0,5.0,750.0,"eneral hutrilion advice. vitamin b3 (niacinamide), vitamin b1 (thiamine mononitrate) folic acidi sa","{'carbs_g': '71.0g', 'fiber_g': '3.0g', 'sugar_g': '4.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '7.0g', 'fat_g': '5.0g', 'sodium_mg': '750mg'}",68.0,
Ready Rice - Butter & Garlic,Ben’s Original,54800423378,openfoodfacts,2025-09-09T20:02:57.867043,grain,rice,250.0,360.0,71.0,2.0,1.0,1.0,,7.0,6.0,670.0,"sunflower lecithin, milk fat, dried skim milk, turmeric extract (color), vitamin b1 (thiamine mononitrate), folic acid], whey*, mono and digly cerides, [calcium (calcium carbonate), iron (iron phosphate), vitamin b3 nacinamide), (contains milk), whole milk&quot;, garlic*, turmeric (color), vitamns and minerals oil, autolyzed yeast, corn syrup*, sugar, sunflower oil natural flavors canola oil, modified corn starch, salt, maltodextrin, yeast extract, coconut * the % daily value (dv) tells you how much a nutrient in a serving df food contains bioengineered food ingredients. ingredients water, parboiled long grain rice","{'carbs_g': '71.0g', 'fiber_g': '2.0g', 'sugar_g': '1.0g', 'added_sugar_g': '1.0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '7.0g', 'fat_g': '6.0g', 'sodium_mg': '670mg'}",69.0,
bens original jasmine rice,Ben's original,54800424313,openfoodfacts,2025-09-09T20:03:01.108016,grain,rice,100.0,0.0,,,,,,,,0.0,,"{'carbs_g': 'not listed', 'fiber_g': 'not listed', 'sugar_g': 'not listed', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': 'not listed', 'fat_g': 'not listed', 'sodium_mg': '0mg'}",0.0,
Chinese style five spice,Ben’s Original,54800425402,openfoodfacts,2025-09-09T20:03:00.338647,grain,rice,100.0,210.0,39.0,6.0,2.0,0.0,,5.0,3.5,210.0,"water, whole grain barley, whole grain brown rice, carrots, corn, green beans, peas, ginger, sunflower oil, soybean oil, red bell peppers, mushroom powder, maltodextrin, mushroom extract, onions, garlic, yeast extract, soy sauce powder, salt, green chilies, ground fennel, ground star anise, ground white pepper, ground cinnamon, ground clove","{'carbs_g': '39.0g', 'fiber_g': '6.0g', 'sugar_g': '2.0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '3.5g', 'sodium_mg': '210mg'}",33.0,
Ben's Original Caribbean Style,Ben's Original,54800425419,openfoodfacts,2025-09-09T20:03:06.414022,grain,rice,240.0,420.0,70.0,14.0,4.0,0.0,,12.0,11.0,480.0,"water, whole grain barley, whole grain brown rice, coconut milk (coconut extract, water), carrots, peas, red bell peppers, red kidney beans, tomato paste, sunflower oil and/or soybean oilt","{'carbs_g': '70.0g', 'fiber_g': '14.0g', 'sugar_g': '4.0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '12.0g', 'fat_g': '11.0g', 'sodium_mg': '480mg'}",56.0,
Tikka masala,Uncle ben's,54800425648,openfoodfacts,2025-09-09T20:03:28.313509,grain,rice,240.0,240.0,45.0,1.0,2.0,1.0,,5.0,4.5,480.0,"WATER, BASMATI RICE, CANOLA OILT; LESS THAN 2% OF: SUGAR, SALT, SOY LECITHIN, TOMATO POWDER, DEHYDRATED ONION, SPICES, DEHYDRATED GARLIC, TURMERIC (COLOR), CHILI PEPPER, MALTODEXTRIN, PAPRIKA EXTRACT (COLOR), BUTTER OIL, CITRIC ACID, YEAST EXTRACT, NATURAL FLAVORS, NATURAL SMOKE FLAVOR. †","{'carbs_g': '45.0g', 'fiber_g': '1.0g', 'sugar_g': '2.0g', 'added_sugar_g': '1.0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '4.5g', 'sodium_mg': '480mg'}",44.0,
Finvalsede havregryn,REMA 1000,5705830016553,openfoodfacts,2025-09-09T20:02:43.550573,grain,oats,100.0,366.0,57.0,9.9,1.0,,,14.0,6.9,4.0,Finvalsede havregryn,"{'carbs_g': '57.0g', 'fiber_g': '9.9g', 'sugar_g': '1.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '14.0g', 'fat_g': '6.9g', 'sodium_mg': '4mg'}",47.1,
Sesame Honey Cashews,Trader Joe's,570688,openfoodfacts,2025-09-12T18:33:40.637433+00:00,nut,nuts-seeds,30.0,159.9,14.01,0.999,9.99,26.6666666666667,,5.01,9.99,69.9,"CASHEWS, SESAME SEEDS, SUGAR, BUTTER (MILK), SALT, HONEY, COCOA POWDER","{'carbs_g': '14.0g', 'fiber_g': '1.0g', 'sugar_g': '10.0g', 'added_sugar_g': '26.7g', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '10.0g', 'sodium_mg': '70mg'}",13.011,nuts-and-seeds
Original Regenerative Instant Hot Oatmeal imp,Nature's Path,58449450016,openfoodfacts,2025-09-09T20:02:41.131167,grain,oats,50.0,190.0,34.0,6.0,1.0,,,8.0,3.0,0.0,Rolled oats*.,"{'carbs_g': '34.0g', 'fiber_g': '6.0g', 'sugar_g': '1.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '8.0g', 'fat_g': '3.0g', 'sodium_mg': '0mg'}",28.0,
Heritage Flakes Cereal,Nature’s Path,58449770206,openfoodfacts,2025-09-09T20:06:14.789369,cereal,cereal,40.0,160.0,31.0,7.0,5.0,5.0,,5.0,1.5,170.0,"Kamut khorasan wheat flour*, wheat bran*, whole wheat meal*, cane sugar*, whole oat flour*, spelt flour*, barley flour*, whole millet*, barley malt extract*, quinoa*, sea salt, honey*.","{'carbs_g': '31.0g', 'fiber_g': '7.0g', 'sugar_g': '5.0g', 'added_sugar_g': '5.0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '5.0g', 'fat_g': '1.5g', 'sodium_mg': '170mg'}",24.0,
Pumpkin Seed & Flax,Natures Path Organic,58449770565,openfoodfacts,2025-09-09T20:06:13.085276,nut,nuts-seeds,55.0,260.15,37.015,3.998,10.01,9.02,,5.995,10.01,44.99,"Whole grain rolled oats*, cane sugar, soy oil*, brown rice flour pumpkin seeds, flax seeds* oat syrup solids* [oat syrup solids*, tocopherols (added to enhance freshness)], sea salt, molasses*, cinnamon*. *Organic. Contains soy. Produced in a facility that uses wheat, peanuts and tree nuts. VEGAN Contains 700 mg of ALA per serving, which is 44% of the 1.6 g Daily Value for ALA.","{'carbs_g': '37.0g', 'fiber_g': '4.0g', 'sugar_g': '10.0g', 'added_sugar_g': '9.0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '6.0g', 'fat_g': '10.0g', 'sodium_mg': '45mg'}",33.017,
Organic White Quinoa,Trader Joe's,599412,openfoodfacts,2025-09-09T20:03:42.557661,grain,quinoa,42.0,150.0,27.0,3.0,1.0,0.0,,6.0,2.5,0.0,Organic white quinoa,"{'carbs_g': '27.0g', 'fiber_g': '3.0g', 'sugar_g': '1.0g', 'added_sugar_g': '0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '6.0g', 'fat_g': '2.5g', 'sodium_mg': '0mg'}",24.0,
Cinnamon Oat Granola with Flax Seeds,KIND Healthy Grains,602652171840,openfoodfacts,2025-09-12T18:38:47.977139+00:00,nut,nuts-seeds,65.0,240.0,42.0,9.0,10.0,6.15384615384615,,6.0,7.0,35.0,"Oats, cane sugar, brown rice, chicory root fiber. flax seed, canola oil, buckwheat, millet, amaranth, molasses. cinnamon, quinoa, brown rice syrup, sea salt, Vitamin E","{'carbs_g': '42.0g', 'fiber_g': '9.0g', 'sugar_g': '10.0g', 'added_sugar_g': '6.2g', 'sugar_alcohols_g': 'not listed', 'protein_g': '6.0g', 'fat_g': '7.0g', 'sodium_mg': '35mg'}",33.0,plant-based-foods-and-beverages|plant-based-foods|breakfasts|cereals-and-potatoes|seeds|cereals-and-their-products|breakfast-cereals|cereal-grains
Almonds,Alesto Lidl,6104696,openfoodfacts,2025-09-09T20:06:51.493182,nut,nuts-seeds,30.0,186.0,1.44,3.63,1.44,,,7.35,16.0,0.0,,"{'carbs_g': '1.4g', 'fiber_g': '3.6g', 'sugar_g': '1.4g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '7.3g', 'fat_g': '16.0g', 'sodium_mg': '0mg'}",0.0,
Ain Saiss Eau Minerale Naturelle,Danone,6111128000163,openfoodfacts,2025-09-09T20:09:35.476567,drink,drink,100.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,"calcium : 63,5
magnésium : 35,5
nitratex : 7
sodium 8
chlorures : 19,8
sulfate : 3,8
bicarbonate : 372
potassium : 1","{'carbs_g': '0g', 'fiber_g': 'not listed', 'sugar_g': '0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '0g', 'fat_g': '0g', 'sodium_mg': '0mg'}",0.0,
Eau minérale naturelle,Marwa,6194001800722,openfoodfacts,2025-09-09T20:10:11.713454,drink,drink,100.0,0.0,,,,,,,,0.0436,eau minérale naturelle,"{'carbs_g': 'not listed', 'fiber_g': 'not listed', 'sugar_g': 'not listed', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': 'not listed', 'fat_g': 'not listed', 'sodium_mg': '0mg'}",0.0,
Yellow Label Tea,Lipton,6221048700705,openfoodfacts,2025-09-09T20:10:06.979120,drink,drink,2.0,0.04,0.01,,0.01,,,0.0032,0.0,0.0,black tea,"{'carbs_g': '0.0g', 'fiber_g': 'not listed', 'sugar_g': '0.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '0.0g', 'fat_g': '0g', 'sodium_mg': '0mg'}",0.01,
Mini Hold the Cone! Ice Cream Cones Chocolate Chip,Trader Joe's,628341,openfoodfacts,2025-09-09T20:07:59.369074,dessert,ice-cream,84.0,280.0,35.0,2.0,22.0,20.0,,4.0,13.0,100.0,"ICE CREAM (MILK, CREAM, CANE SUGAR, CONDENSED SKIM MILK, WHEY, EGG YOLKS, GUAR GUM, CAROB BEAN GUM, CARRAGEENAN, NATURAL FLAVORS, SUGAR), CHOCOLATE MINI CONE (WHEAT FLOUR, SUGAR, COCOA PROCESSED WITH ALKALI, SOYBEAN OIL, SOY LECITHIN, NATURAL FLAVORS, SALT), CONFECTIONERY COATING (CANE SUGAR, COCONUT OIL, COCOA MASS, COCOA PROCESSED WITH ALKALI, CALCIUM CARBONATE, COCOA BUTTER, SOY LECITHIN, NATURAL VANILLA FLAVOR), SEMISWEET CHOCOLATE CHIPS (CANE SUGAR, COCOA MASS, COCOA BUTTER, SOY LECITHIN [EMULSIFIER]), COCONUT OIL. CONTAINS MILK, EGG, SOY, WHEAT, COCONUT.","{'carbs_g': '35.0g', 'fiber_g': '2.0g', 'sugar_g': '22.0g', 'added_sugar_g': '20.0g', 'sugar_alcohols_g': 'not listed', 'protein_g': '4.0g', 'fat_g': '13.0g', 'sodium_mg': '100mg'}",33.0,
Finn Crisp - Original,Finn Crisp,6410500090014,openfoodfacts,2025-09-12T17:50:47.191743+00:00,cereal,cereal,25.0,87.5,15.2,5.0,0.4,,,2.5,0.65,140.0,"Whole grain rye flour, sourdough 25% (whole grain rye flour, water), salt, yeast, soy lecithin.","{'carbs_g': '15.2g', 'fiber_g': '5.0g', 'sugar_g': '0.4g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '2.5g', 'fat_g': '0.7g', 'sodium_mg': '140mg'}",10.2,
Mini Ravioli,Chef Boyardee,64144043064,openfoodfacts,2025-09-09T20:05:19.465479,grain,pasta-noodles,425.0,320.0,58.0,4.0,9.0,,,10.0,6.0,1.32,"Water, Tomato puree (water, tomato paste), Enriched wheat flour, Beef, Toasted wheat crumbs, Sugars (sugar/glucose-fructose), Salt, Modified corn starch, Soybean oil, Textured vegetable protein (soy flour, soy protein concentrate, caramel), Carrots, Dehydrated onions, Processed cheese spread, Caramel, Citric acid, Spice extracts.","{'carbs_g': '58.0g', 'fiber_g': '4.0g', 'sugar_g': '9.0g', 'added_sugar_g': 'not listed', 'sugar_alcohols_g': 'not listed', 'protein_g': '10.0g', 'fat_g': '6.0g', 'sodium_mg': '1mg'}",54.0,
Spaghetti & Meatballs,Chef Boyardee,64144043224,openfoodfacts,2025-09-09T20:05:10.215360,grain,pasta-noodles,411.0,410.0,49.0,3.0,10.0,1.21654501216545,,14.0,17.0,1240.0,"Water, Cooked spaghetti (water, durum wheat semolina, wheat gluten, glyceryl monostearate), Tomato puree, Pork, Ground chicken, Sugars (sugar/glucose-fructose), Toasted wheat crumbs, Seasoned beef, Modified corn starch, Salt, Soy protein concentrate, Sea salt, Dehydrated onions, Potassium chloride, Hydrolyzed protein (corn, wheat gluten, soy), Citric acid, Caramel, Spice extract, Ammonium chloride, Processed cheese spread (milk), Flavour, Yeast extract, Soybean oil, Lactic acid.","{'carbs_g': '49.0g', 'fiber_g': '3.0g', 'sugar_g': '10.0g', 'added_sugar_g': '1.2g', 'sugar_alcohols_g': 'not listed', 'protein_g': '14.0g', 'fat_g': '17.0g', 'sodium_mg': '1240mg'}",46.0,
